Familia APGIV,Familia,NombreActual,Authors,NombreMemoria,CODIGO,CodigoPBDY_18,FormaPBDY_2018,Forma_2015,NumRec_2018,MinYear_2018,MaxYear_2018,UserNotes2018
Dioscoreaceae,Dioscoreaceae,Dioscorea sp. B,,Dioscorea sp. B,DIO1_B,,,CH,16,2001,2011,
Ebenaceae,Ebenaceae,Diospyros pseudoxylopia,Mildbr.,Diospyros pseudoxylopia,DIO2PS,DIOSPS,T,TC,422,2000,2017,
Ebenaceae,Ebenaceae,Diospyros subrotata,Hiern,Diospyros 'simibrachy',DIO2SI,DIOSSU,M,TM,15,2000,2010,
Elaeocarpaceae,Elaeocarpaceae,Sloanea cf. fragrans,Rusby,Sloanea 'stipulon',SLOAST,SLOAFR,T,TC,73,2000,2018,Was Sloanea cf fragans Rusby in plot book (2014).
Elaeocarpaceae,Elaeocarpaceae,Sloanea 'gigapulvi',,Sloanea 'gigapulvi',SLOAG1,SLOAGI,T,TC,181,2001,2018,
Elaeocarpaceae,Elaeocarpaceae,Sloanea 'granredonda',,Sloanea 'granredonda',SLOAG3,SLOAGD,M,TM,3,2004,2004,
Elaeocarpaceae,Elaeocarpaceae,Sloanea guianensis,(Aubl.) Benth.,Sloanea 'guia',SLOAG4,SLOAGU,T,TC,26,2000,2007,New identification as Sloanea guianensis (Aubl.) Benth. in plot list 2018; was 'guia' in 2001-2014
Elaeocarpaceae,Elaeocarpaceae,Sloanea 'nervi',,Sloanea 'nervi',SLOANE,SLOANE,T,TC,216,2000,2018,
Elaeocarpaceae,Elaeocarpaceae,Sloanea 'oak',,Sloanea 'oak',SLOAOA,SLOAOA,T,TC,27,2000,2017,
Elaeocarpaceae,Elaeocarpaceae,Sloanea cf. pubescens,Benth.,Sloanea 'tomentosa',SLOATO,SLOATO,T,TC,404,2000,2017,This was Sloanea cf pubsescens Benth. in plot book (2014).
Elaeocarpaceae,Elaeocarpaceae,Sloanea 'robustipeq',,Sloanea 'robustipeq',SLOARO,SLOARO,T,TC,5,2004,2011,
Elaeocarpaceae,Elaeocarpaceae,Sloanea sp. A,,Sloanea sp. A,ELA_A,,,T?,15,2000,2000,Discontinued.
Elaeocarpaceae,Elaeocarpaceae,Sloanea sp. H (mezcla SLOAG1 & SLOAG4),,Sloanea sp. H,SLOA_H,,,T?,33,2000,2010,Discontinued.  Contained both SLOAG1 and SLOAG4 flowers on reference card.
Elaeocarpaceae,Elaeocarpaceae,Sloanea synandra,Spruce ex Benth.,Sloanea 'chocoplatalmen',SLOACH,SLOASY,E,TE,2,2009,2009,
Erythroxylaceae,Erythroxylaceae,Erythroxylum macrophyllum var. ecuadorense,Plowman,Erythroxylum 'ecuadorense',ERY2EC,ERYOMA,U,TU,4,2006,2011,Both varieties in plot included in plot code ERYOMA in lists 2018 & 2014.   Varities given in plot lists 2009-2010. We maintain them separately in the trap database because they differ morphologically.
Erythroxylaceae,Erythroxylaceae,Erythroxylum macrophyllum var. macrophyllum,Cav.,Erythroxylum macrophyllum,ERY2MA,ERYOMA,U,TU,99,2000,2018,Both varieties in plot included in plot code ERYOMA in lists 2018 & 2014.   Varities given in plot lists 2009-2010. We maintain them separately in the trap database because they differ morphologically.
Erythroxylaceae,Erythroxylaceae,Erythroxylum sp.,,(unknown SSP2968),U2968,,,-,1,2001,2001,Discontinued. Possibly equal ERY2MA.
Erythroxylaceae,Erythroxylaceae,Erythroxylum sp. C,,Erythroxylum sp. C,ERY2_C,,,T?,1,2001,2001,Discontinued.
Erythroxylaceae,Erythroxylaceae,Erythroxylum sp. D,,Erythroxylum sp. D,ERY2_D,,,T?,1,2002,2002,Discontinued.
Erythroxylaceae,Erythroxylaceae,Erythroxylum squamatum,Sw.,Erythroxylum squamatum,ERY2SQ,ERYOSQ,U,TU,264,2000,2018,
Euphorbiaceae,Euphorbiaceae,Acalypha cuneata,Poepp. & Endl.,Acalypha cuneata,ACALCU,ACALCU,S,SL,159,2000,2018,
Euphorbiaceae,Euphorbiaceae,Acidoton nicaraguensis,(Hemsl.) G.L. Webster,Acidoton nicaraguensis,ACIDNI,ACIDNI,S,SL,354,2000,2018,
Euphorbiaceae,Euphorbiaceae,Alchornea triplinervia,(Spreng.) Müll. Arg.,Alchornea triplinervia,ALC1TR,ALC1TR,E,TE,5298,2000,2018,
Euphorbiaceae,Euphorbiaceae,Alchorneopsis floribunda,(Benth.) Müll. Arg.,Alchorneopsis floribunda,ALC2FL,ALC2FL,T,TC,172,2000,2015,
Euphorbiaceae,Euphorbiaceae,Aparisthmium cordatum,(A. Juss.) Baill.,Aparisthmium cordatum,APARCO,APARCO,M,TM,1777,2000,2018,
Euphorbiaceae,Euphorbiaceae,Caryodendron orinocense,H. Karst.,Caryodendron orinocense,CAR6OR,CARDOR,T,TC,143,2000,2017,
Euphorbiaceae,Euphorbiaceae,Conceveiba rhytidocarpa,Müll. Arg.,Conceveiba guianensis,CONCGU,CONCRH,U,TU,27,2003,2017,
Euphorbiaceae,Euphorbiaceae,Hevea guianensis,Aubl.,Hevea guianensis,HEVEGU,HEVEGU,T,TC,6,2010,2016,
Euphorbiaceae,Euphorbiaceae,Mabea 'comun',,Mabea 'comun',MABECO,MABECO,U,TU,30,2000,2018,
Euphorbiaceae,Euphorbiaceae,Mabea 'superbrondu',,Mabea 'superbrondu',MABESU,MABESU,M,TM,133,2000,2017,
Euphorbiaceae,Euphorbiaceae,Manihot brachyloba,Müll. Arg.,Manihot brachyloba,MANIBR,,,C?,9,2015,2017,Adult voucher waiting ID confirmation.
Euphorbiaceae,Euphorbiaceae,Omphalea diandra,L.,Omphalea sp. A,OMPH_A,,,CW,821,2000,2017,Scans of adult vouchers awaiting ID confirmation.
Euphorbiaceae,Euphorbiaceae,Pausandra trianae,(Müll. Arg.) Baill.,Pausandra trianae,PAUSTR,PAUSTR,U,TU,363,2000,2018,
Euphorbiaceae,Euphorbiaceae,Plukenetia sp. A,,Plukenetia sp. A,PLUK_A,,,CW,153,2001,2017,
Euphorbiaceae,Euphorbiaceae,Sagotia racemosa,Baill.,Sagotia racemosa,SAGORA,SAGORA,M,TM,704,2000,2017,
Euphorbiaceae,Euphorbiaceae,Sapium 'primero' ,,Sapium 'primero',SAPIPR,SAPIPR,T,TC,398,2000,2018,Sapium 'primero' in plot lists of 2018 & 2014. This was Sapium cf. glandulosum (L.) Morong in lists of 2009-2010.
Euphorbiaceae,Euphorbiaceae,Sapium 'redonda',,Sapium 'redonda',SAPIRE,SAPIRE,T,TC,9,2006,2018,
Euphorbiaceae,Euphorbiaceae,Tetrorchidium macrophyllum,Müll. Arg.,Tetrorchidium macrophyllum,TET5MA,TETRMC,U,TU,37,2004,2017,
Euphorbiaceae?,Euphorbiaceae,Euphorbiaceae sp. A,,Euphorbiaceae sp. A,EUP_A,,,-,11,2000,2000,Discontinued.
Euphorbiaceae?,Euphorbiaceae,Euphorbiaceae sp. B,,Euphorbiaceae sp. B,EUP_B,,,-,1,2000,2000,Discontinued.
Euphorbiaceae?,Euphorbiaceae,Euphorbiaceae sp. D,,Euphorbiaceae sp. D,EUP_D,,,-,1,2000,2000,Discontinued.
Euphorbiaceae?,Euphorbiaceae,Euphorbiaceae sp. G,,Euphorbiaceae sp. G,EUP_G,,,-,2,2000,2000,Discontinued.
Euphorbiaceae?,Euphorbiaceae,Euphorbiaceae sp. H,,Euphorbiaceae sp. H,EUP_H,,,-,49,2000,2001,Discontinued.
Fabaceae,Fabaceae,Abarema jupunba,(Willd.) Britton & Killip,Abarema jupunba,ABARJU,ABARJU,T,TC,14,2003,2014,
Fabaceae,Fabaceae,Abarema laeta,(Benth.) Barneby & J.W. Grimes,Abarema laeta,ABARLA,ABARLA,U,TU,4,2007,2013,
Fabaceae,Fabaceae,Apuleia leiocarpa,(Vogel) J. F. Macbr.,Apuleia leiocarpa,APULLE,APULLE,T,TC,162,2006,2018,
Fabaceae,Fabaceae,Bauhinia brachycalyx,Ducke,Bauhinia brachycalyx,BAUHBR,BAUHBR,M,TM,98,2002,2016,
Fabaceae,Fabaceae,Brownea grandiceps,Jacq.,Brownea grandiceps,BRO2GR,BROWGR,M,TM,306,2000,2018,
Fabaceae,Fabaceae,Brownea jaramilloi,Á.J. Pérez & Klitg.,Browneopsis 'lore',BRO3LO,BROWLO,M,TM,15,2000,2018,
Fabaceae,Fabaceae,Calliandra trinervia var. carbonaria,(Benth.) Barneby,Calliandra carbonaria,CAL1CA,CALLCA,T,TC,143,2000,2016,Calliandra carbonaria Benth. in plot lists 2001-2018.  Calliandra trinervia var. carbonaria is recent taxonomic treatments. Only one variety  in plot.
Fabaceae,Fabaceae,Cedrelinga cateniformis,Ducke,Cedrelinga cateniformis,CED2CA,CEDGCA,E,TE,2227,2000,2017,
Fabaceae,Fabaceae,Clitoria 'palida',,Clitoria 'palida',CLITPA,,,CW,92,2000,2017,
Fabaceae,Fabaceae,Dalbergia monetaria,L. f.,Dalbergia monetaria,DALBMO,,,CW,30,2000,2017,
Fabaceae,Fabaceae,Dalbergia sp. CC,,Fabaceae sp. CC,FAB_CC,,,-,22,2004,2014,
Fabaceae,Fabaceae,Dialium guianense,(Aubl.) Sandwith,Dialium guianense,DIALGU,DIALGU,T,TC,250,2000,2018,
Fabaceae,Fabaceae,Dioclea reflexa,Hook. f.,Dioclea sp. A,DIOC_A,,,CW,571,2000,2018,Adult voucher awaiting ID confirmation.
Fabaceae,Fabaceae,Dioclea sp. C,,Dioclea sp. C,DIOC_C,,,CW,10,2004,2008,Possibly equal DIOC_A.
Fabaceae,Fabaceae,Dioclea sp. G,,Dioclea sp. G,DIOC_G,,,CW,117,2001,2010,Possibly equal DIOC_A.
Fabaceae,Fabaceae,Dioclea sp. H,,Dioclea sp. H,DIOC_H,,,CW,49,2000,2017,
Fabaceae,Fabaceae,Diplotropis cf. sp. B,,Diplotropis sp. B,DIPL_B,,,CW,9,2005,2016,Diplotropis are trees. Fruit on card voucher is from liana. Perhaps sample mixed in canopy.
Fabaceae,Fabaceae,Dussia 'delgada',,Dussia 'delgada',DUSSDE,DUSSDE,T,TC,4,2001,2015,
Fabaceae,Fabaceae,Dussia 'pelosblancos',,Dussia 'pelosblancos',DUSSPE,DUSSPE,T,TC,1,2015,2015,
Fabaceae,Fabaceae,Dussia tessmannii,Harms,Dussia sp. A,DUSS_A,DUSSTE,T,TC,108,2001,2015,
Fabaceae,Fabaceae,Entada polyphylla,Benth.,Entada sp. A,ENTA_A,,,CW,145,2001,2018,Leaves and seedlings collected are Entada polyphylla Benth.  Entada polystachya (L.) DC> may also be present.  Ffruits similar are if not identical.
Fabaceae,Fabaceae,Enterolobium barnebianum,Mesquita & M.F. Silva,Enterolobioum barnebianum,ENTEBA,ENTEBA,T,TC,2,2007,2007,
Fabaceae,Fabaceae,Fabaceae sp. 6598,,(unknown SSP 6598),U6598,,,,1,2014,2014,
Fabaceae,Fabaceae,Fabaceae sp. A,,(unknown SSP1266),U1266,,,-,1,2000,2000,Discontinued.
Fabaceae,Fabaceae,Fabaceae sp. BB,,Fabaceae sp. BB,FAB_BB,,,-,1,2000,2000,Discontinued.
Fabaceae,Fabaceae,Fabaceae sp. P,,Fabaceae sp. P,FAB_P,,,-,1,2000,2000,Discontinued.
Fabaceae,Fabaceae,Fabaceae sp. U,,Fabaceae sp. U,FAB_U,,,-,3,2000,2000,Discontinued.
Fabaceae,Fabaceae,Hymenaea oblongifolia,Huber,Hymenaea oblongifolia,HYM1OB,HYMAOB,T,TC,734,2000,2017,
Fabaceae,Fabaceae,Hymenolobium 'stipsericea',,Hymenolobium 'stipsericea',HYM2ST,HYMEST,T,TC,2,2000,2011,
Fabaceae,Fabaceae,Inga '3crasa',,Inga '3crasa',INGA3C,INGA3C,T,TC,236,2001,2018,
Fabaceae,Fabaceae,Inga '4alitarco',,Inga '4alitarco',INGA4A,INGA4A,M,TM,6,2003,2004,
Fabaceae,Fabaceae,Inga kursarii,M.J. Endara & J.E. Guevara ,Inga '6cuadra',INGA6C,INGA6C,T,TC,314,2000,2018,
Fabaceae,Fabaceae,Inga acreana,Harms,Inga acreana,INGAAC,INGAAC,T,TC,153,2000,2017,
Fabaceae,Fabaceae,Inga alata,(Sw.) Willd.,Inga alata,INGAAA,INGAAL,T,TC,158,2000,2018,
Fabaceae,Fabaceae,Inga auristellae,Harms,Inga auristellae,INGAAU,INGAAU,M,TM,2437,2000,2018,
Fabaceae,Fabaceae,Inga bourgonii,(Aubl.) DC.,Inga bourgonii,INGABO,INGABO,T,TC,39,2000,2017,
Fabaceae,Fabaceae,Inga cf. brachyrhachis,Harms,Inga brachyrhachis,INGABR,INGABR,M,TM,312,2000,2018,
Fabaceae,Fabaceae,Inga capitata,Desv.,Inga capitata,INGAC1,INGACA,M,TM,274,2000,2018,
Fabaceae,Fabaceae,Inga cayennensis,Sagot ex Benth.,Inga cayennensis,INGAC2,INGACY,M,TM,322,2000,2018,
Fabaceae,Fabaceae,Inga ciliata subsp. subcapitata,T.D. Penn.,Inga ciliata,INGAC4,INGACI,U,TU,453,2000,2017,Inga ciliata C. Presl in plot list 2018 & 2014.  Inga ciliata subsp. subcapitata T.D. Penn. in lists 2009-2010. Only one variety is present in plot.
Fabaceae,Fabaceae,Inga cinnamomea,Spruce ex Benth.,Inga cinnamomea,INGAC5,INGACN,M,TM,5,2017,2017,
Fabaceae,Fabaceae,Inga cordatoalata,,Inga cordatoalata,INGAC6,INGACO,M,TM,21,2001,2010,
Fabaceae,Fabaceae,Inga heterophylla,Willd.,Inga heterophylla,INGAHE,INGAHE,T,TC,253,2000,2016,
Fabaceae,Fabaceae,Inga laurina,(Sw.) Willd.,Inga '3oscura',INGA3O,INGA3O,E,TE,757,2000,2018,New identification as Inga laurina in plot list 2018.  This was Inga '3oscura'  in the 2001-2014 lists.
Fabaceae,Fabaceae,Inga leiocalycina,Benth.,Inga leiocalycina,INGALE,INGALE,T,TC,331,2000,2018,
Fabaceae,Fabaceae,Inga marginata,Willd.,Inga marginata,INGAMA,INGAMA,M,TM,12,2001,2015,
Fabaceae,Fabaceae,Inga multinervis,T.D. Penn.,Inga multinervis,INGAMU,INGAMU,T,TC,1,2008,2008,
Fabaceae,Fabaceae,Inga oerstediana,Benth.,Inga oerstediana,INGAOE,INGAOE,T,TC,984,2000,2018,
Fabaceae,Fabaceae,Inga poeppigiana,Benth.,Inga poeppigiana,INGAPO,INGAPO,M,TM,7,2005,2015,
Fabaceae,Fabaceae,Inga punctata,Willd.,Inga punctata,INGAPU,INGAPU,M,TM,3,2004,2010,
Fabaceae,Fabaceae,Inga ruiziana,G. Don.,Inga ruiziana,INGAR1,INGARU,T,TC,167,2000,2018,
Fabaceae,Fabaceae,Inga sarayacuensis,T.D. Penn.,Inga sarayacuensis,INGAS2,INGASR,M,TM,264,2000,2018,
Fabaceae,Fabaceae,Inga sp (fruit in tr. 167),,Inga sp (fruit in tr. 167),INGA_167,,,T?,1,2001,2001,Discontinued.
Fabaceae,Fabaceae,Inga sp.,,(unknown SSP0595),U595,,,-,1,2000,2000,Discontinued.
Fabaceae,Fabaceae,Inga sp.,,(unknown SSP1913),U1913,,,-,1,2000,2000,Discontinued.
Fabaceae,Fabaceae,Inga sp. A,,Inga sp. A,INGA_A,,,T?,3,2000,2000,Discontinued.
Fabaceae,Fabaceae,Inga sp. AE,,Inga sp. AE,INGA_AE,,,T?,4,2001,2001,Discontinued.
Fabaceae,Fabaceae,Inga sp. E,,Inga sp. E,INGA_E,,,T?,1,2000,2000,Discontinued.
Fabaceae,Fabaceae,Inga sp. I,,Inga sp. I,INGA_I,,,T?,4,2000,2001,Discontinued.
Fabaceae,Fabaceae,Inga sp. K,,Inga sp. K,INGA_K,,,T?,2,2000,2000,Discontinued.
Fabaceae,Fabaceae,Inga sp. Q,,Inga sp. Q,INGA_Q,,,T?,3,2000,2000,Discontinued.
Fabaceae,Fabaceae,Inga sp. U,,Inga sp. U,INGA_U,,,T?,5,2000,2000,Discontinued.
Fabaceae,Fabaceae,Inga sp. V,,Inga sp. V,INGA_V,,,T?,2,2000,2000,Discontinued.
Fabaceae,Fabaceae,Inga spectabilis,(Vahl) Willd.,Inga spectabilis,INGAS4,INGASB,T,TC,396,2000,2018,
Fabaceae,Fabaceae,Inga spp. (semillas indet. a sp.),,Inga spp. (semillas indet. a sp.),INGA_SIN,,,T?,55,2000,2002,Unidentified Inga seeds were initially recorded (2000-2002) as  either INGA_xx (where xx-trap number) or various unknowns (e.g. Inga_AC).  Any reamaining unidentified seeds were combined into this codigo.
Fabaceae,Fabaceae,Inga 'stelaeglabra',,Inga 'stelaeglabra',INGAS5,INGASB,M,TC,4,2013,2013,
Fabaceae,Fabaceae,Inga striata,Benth.,Inga striata,INGAS7,INGAST,M,TM,3,2001,2001,
Fabaceae,Fabaceae,Inga tenuistipula,Ducke,Inga tenuistipula,INGATE,INGATE,M,TM,97,2000,2016,
Fabaceae,Fabaceae,Inga thibaudiana subsp. thibaudiana,DC.,Inga thibaudiana,INGATH,INGATH,T,TC,1036,2000,2018,Inga thibuadiana DC. in plot lists 2018 & 2014.  Inga thibuadiana subsp. thibaudiana  DC. in plots lists 2009-2010. Only 1 subsp. in plot.
Fabaceae,Fabaceae,Inga tocacheana,D.R. Simpson,Inga tocacheana,INGATO,INGATO,M,TM,1,2016,2016,
Fabaceae,Fabaceae,Inga umbellifera,(Vahl) Steud.,Inga umbellifera,INGAU1,INGAUE,M,TM,180,2000,2015,
Fabaceae,Fabaceae,Inga umbratica,Poepp. & Endl.,Inga umbratica,INGAU2,INGAUM,M,TM,167,2000,2018,
Fabaceae,Fabaceae,Inga vismiifolia,Poepp.  & Endl.,Inga vismiifolia,INGAVI,,,TM,2,2004,2004,
Fabaceae,Fabaceae,Inga yacoana,J.F. Macbr.,Inga yacoana,INGAYA,INGAYA,M,TM,70,2000,2007,
Fabaceae,Fabaceae,Lonchocarpus seorsus,(J.F.Macbr.) M. Sousa ex D.A. Neill & Klitg. & G.P. Lewis,Lonchocarpus 'guil',LONCGU,LONCSE,T,TC,1313,2000,2018,Lonchocarpus cf. seorsus in plot book (2014).  Lonchocarpus seorsus in plot lists 2018 & 2014.
Fabaceae,Fabaceae,Machaerium aristulatum,(Spruce ex Benth.) Ducke,Machaerium aristulatum,MACHAR,MACHAR,T,TC,42,2000,2010,
Fabaceae,Fabaceae,Machaerium cuspidatum, Kuhlm. & Hoehne,Machaerium cuspidatum,MACHCU,,,CW,2942,2000,2018,
Fabaceae,Fabaceae,Machaerium 'finiparalel',,Machaerium 'finiparalel',MACHFI,MACHFI,U&V,SL,132,2000,2018,
Fabaceae,Fabaceae,Machaerium floribundum,Benth.,Machaerium floribundum,MACHFL,,,CW,152,2000,2013,
Fabaceae,Fabaceae,Machaerium kegelii,Meisn. In A. DC.,Machaerium kegelii,MACHKE,,,CW,2,2016,2016,
Fabaceae,Fabaceae,Machaerium sp. 5976,,(unknown SSP5976),U5976,,,-,54,2010,2016,Mostly flowers.
Fabaceae,Fabaceae,Machaerium sp. E,,Machaerium sp. E,MACH_E,,,-,1,2000,2000,Discontinued.
Fabaceae,Fabaceae,Machaerium sp. G,,Machaerium sp. G,MACH_G,,,CW,55,2004,2017,
Fabaceae,Fabaceae,Macrolobium angustifolium,(Benth.) R.S. Cowan,Macrolobium angustifolium,MAC1AN,MACRAN,T,TC,17,2001,2014,
Fabaceae,Fabaceae,Macrolobium 'yasuni',,Macrolobium 'yasuni',MAC1YA,MACRYA,U,TU,147,2000,2018,
Fabaceae,Fabaceae,Marmaroxylon basijugum,(Ducke) L. Rico,Marmaroxylon basijugum,MARMBA,MARMBA,U,TU,140,2000,2018,Sometime called Zygia basijuga (Ducke) Barneby & J.W. Grimes.
Fabaceae,Fabaceae,Mimosa myriadenia,(Benth.) Benth.,Mimosa myriadenia,MIMOMY,,,CS,732,2000,2018,Adult voucher awaiting ID confirmation.
Fabaceae,Fabaceae,Mimosa pudica,L.,Mimosa pudica,MIMOPU,,,XT,,,,
Fabaceae,Fabaceae,Mucuna sp. A,,Mucuna sp. A,MUCU_A,,,CW,123,2005,2015,Possiblt a Dioclea.  Flowers similar to D. ucayalina and D. malacocarpa.
Fabaceae,Fabaceae,Mucuna sp. B,,Mucuna sp. B,MUCU_B,,,CW,14,2012,2018,
Fabaceae,Fabaceae,Myroxylum balsamum,(L.) Harms,Myroxylum balsamum,MYR3BA,MYROBA,T,TC,7,2017,2018,
Fabaceae,Fabaceae,Ormosia paraensis,Ducke,Ormosia paraensis,ORMOPA,ORMOPA,T,TC,1,2014,2014,
Fabaceae,Fabaceae,Ormosia sp. B,,Ormosia sp. B,ORMO_B,,,T?,4,2000,2013,
Fabaceae,Fabaceae,Parkia balslevii,H.C. Hopkins,Parkia balslevii,PARKBA,PARKBA,T,TC,145,2000,2017,
Fabaceae,Fabaceae,Parkia multijuga,Benth.,Parkia multijuga,PARKMU,PARKMU,E,TE,564,2000,2017,
Fabaceae,Fabaceae,Parkia nitida,Miq.,Parkia nitida,PARKNI,PARKNI,E,TE,440,2000,2018,
Fabaceae,Fabaceae,Parkia velutina,Benoist,Parkia velutina,PARKVE,PARKVE,T,TC,590,2000,2018,
Fabaceae,Fabaceae,Piptadenia anolidurus,Barneby   ,Piptadenia anolidurus,PIPTAN,,,CW,1,2000,2000,Individual died early in study.
Fabaceae,Fabaceae,Piptadenia pteroclada,Benth.,Piptadenia 'arbol',PIPTAR,PIPTPT,T,TC,143,2001,2016,
Fabaceae,Fabaceae,Piptadenia sp. A,,Piptadenia sp. A,PIPT_A,,,-,1081,2000,2018,
Fabaceae,Fabaceae,Piptadenia sp. D,,Piptadenia sp. D,PIPT_D,,,-,14,2000,2008,
Fabaceae,Fabaceae,Piptadenia sp. E,,Piptadenia sp. E,PIPT_E,,,-,11,2011,2013,
Fabaceae,Fabaceae,Piptadenia uaupensis,Spruce ex Benth.,Piptadenia uaupensis,PIPTUA,,,CW,307,2001,2018,Scan of adult voucher awaiting ID confirmation.
Fabaceae,Fabaceae,Platymiscium stipulare,Benth.,Platymiscium stipulare,PLA1ST,PLATST,T,TC,143,2000,2016,
Fabaceae,Fabaceae,Pseudopiptadenia suaveolens,(Miq.) J.W. Grimes,Pseudopiptadenia suaveolens,PSE3SU,PSEPSU,E,TE,1341,2000,2017,
Fabaceae,Fabaceae,Pterocarpus rohrii,Vahl,Pterocarpus 'rhor',PTERRH,PTERRH,T,TC,168,2000,2017,Pterocarpus cf. rohrii Vahl used in plot book (2014).
Fabaceae,Fabaceae,Rhynchosia sp. A,,Rhynchosia sp. A,RHYN_A,,,C?,3,2002,2015,
Fabaceae,Fabaceae,Schizolobium parahyba,(Vell.) S.F. Blake,Schizolobium parahyba,SCHIPA,SCHIPA,T,TC,90,2000,2016,
Fabaceae,Fabaceae,Schnella cf. glabra (morph #1),(Jacq.) Dugand,Bauhinia glabra,BAUHGL,,,CW,228,2000,2014,Schnella (lianas) was recently separated from Bauhinia. Adult voucher awaiting ID comfirmation.
Fabaceae,Fabaceae,Schnella guianensis,(Aubl.) Wunderlin,Bauhinia guianensis,BAUHGU,,,CW,357,2000,2017,Schnella (lianas) was recently separated  from Bauhinia. Adult voucher awaiting ID comfirmation.  Syn.: Bauhinia guianensis Aubl.
Fabaceae,Fabaceae,Schnella 'misterio' ,,Bauhinia sp. W,BAUH_W,,,CW,331,2000,2017,Schnella (lianas) was recently separated  from Bauhinia.  This is morph #2 of Schnella cf. microstachya Raddi.
Fabaceae,Fabaceae,Schnella cf. rubinginosa,(Bong.) Benth. ,Bauhinia 'magenta',BAUHMA,,,CW,414,2000,2018,Schnella (lianas) was recently separated  from Bauhinia. Adult voucher awaiting ID confimration.
Fabaceae,Fabaceae,Schnella rutilans,(Spruce ex Benth.) Pittier ,Bauhinia rutilans,BAUHRU,BAUHRU,V,CW,266,2000,2018,Schnella (lianas) was recently separated from Bauhinia.   Syn: Bauhinia rutilans Spruce ex Benth.
Fabaceae,Fabaceae,Schnella sp. AD,,Bauhinia sp. AD,BAUH_AD,,,CW,66,2001,2016,Schnella (lianas) was recently separated from Bauhinia. Adult voucher awaiting ID.
Fabaceae,Fabaceae,Schnella sp. AE,,Bauhinia sp. AE,BAUH_AE,,,CW,2,2002,2008,
Fabaceae,Fabaceae,Schnella sp. G ,,Bauhinia sp. G,BAUH_G,,,CW,143,2000,2017,Schnella (lianas) was recently separated  from Bauhinia. Adult voucher awaiting ID.  Schnella cf. microstachya Raddi  morph #1.
Fabaceae,Fabaceae,Schnella sp. S,,Bauhinia sp. S,BAUH_S,,,CW,97,2000,2011,Schnella (lianas) was recently separated from Bauhinia.
Fabaceae,Fabaceae,Schnella sp. T,,Bauhinia sp. T,BAUH_T,,,CW,37,2000,2007,Schnella (lianas) was recently separated from Bauhinia. Status uncertain. Possibly a mixed collection of Schnella or another taxon.
Fabaceae,Fabaceae,Schnella sp. U,,Bauhinia sp. U,BAUH_U,,,CW,4,2000,2001,Discontinued.
Fabaceae,Fabaceae,Senegalia tenuifolia, (L.) Britton & Rose ,Acacia tenuifolia,ACACTE,,,CW,2389,2000,2018,Recent generic change of some Neotropical Acacia species to Senegalia. Syn: Acacia tenuifolia (L.) Willd.
Fabaceae,Fabaceae,Senna macrophylla var. gigantifolia,(Britton & Killip) H.S. Irwin & Barneby,Senna macrophylla,SENNMA,SENNMA,S,SL,1,2008,2008,Senna macrophylla (Kunth) H.S. Irwin & Barneby in plot lists of 2018 & 2014. Variety  identified in plot lists 2009-2010. Only one variety on plot.
Fabaceae,Fabaceae,Senna sp. B,,Senna sp. B,SENN_B,,,-,181,2001,2017,Adult voucher awaiting ID.
Fabaceae,Fabaceae,Senna trolliiflora,H.S. Irwin & Barneby,Senna trolliiflora,SENNTR,SENNTR,M,TM,34,2003,2013,
Fabaceae,Fabaceae,Swartzia arborescens,(Aubl.) Pittier,Swartzia arborescens,SWARAR,SWARAR,M,TM,254,2000,2017,
Fabaceae,Fabaceae,Swartzia calophylla,Poepp.,Swartzia simplex,SWARSI,SWARSI,U,TU,4,2011,2017,New plot ID as Swartzia calophylla 2014 & 2018. Was Swartzia simplex (Sw.) Spreng. in plot lists 2001-2010.
Fabaceae,Fabaceae,Swartzia rosea,Mart. ex Benth.,Swartzia benthamiana,SWARBE,SWARBE,M,TM,3,2005,2017,New plot ID as Swartzia rosea 2014 & 2018. Was Swartzia benthamiana Miq. in plot lists 2001-2010.
Fabaceae,Fabaceae,Swartzia trianae,Benth.,Swartzia multijuga,SWARMU,SWARMU,T,TC,197,2000,2016,New plot ID as Swartzia trianae 2018. Was Swartzia multijuga Vogel in plot lists 2001-2014.
Fabaceae,Fabaceae,Swartzia yasuniensis,Torke & Á.J. Pérez,Swartzia cardiosperma,SWARCA,SWARCA,T,TC,28,2002,2016,New plot ID as Swartzia yasuniensis in 2018. Was Swartzia cardiosperma Spruce ex Benth. in plot lists 2001-2014.
Fabaceae,Fabaceae,Tachigali formicarum,Harms,Tachigali formicarum,TACHFO,TACHFO,M,TM,85,2000,2017,
Fabaceae,Fabaceae,Tachigali inconspicua,van der Werff,Tachigali paraensis,TACHPA,TACHPA,T,TC,6,2002,2004,
Fabaceae,Fabaceae,Vataireopsis iglesiasii,Ducke,Vataireopsis iglesiasii,VATAIG,VATAIG,T,TC,11,2004,2016,
Fabaceae,Fabaceae,Zygia heteroneura,Barneby & J.W. Grimes,Zygia heteroneura,ZYGIHE,ZYGIHE,U,TU,107,2000,2016,
Fabaceae,Fabaceae,Zygia 'mediana',,Zygia 'mediana',ZYGIME,ZYGIME,U,TU,32,2002,2017,
Gentianaceae,Gentianaceae,Potalia resinifera,Mart.,Potalia resinifera,POTARE,POTARE,S,SL,2,2008,2008,
